uid,SMILES,S1_energy(eV),T1_energy(eV)
train_24539,Clc1ccc2c(c1)-c1nc3c(n1CO2)C=CCC3,3.6085,1.6321
train_24540,CCc1ccc(-c2nc(SCC(=O)N[C@H](CC(C)C)C(=O)OC)n[nH]2)cc1,4.1445,3.3255
train_24541,COc1ccc(NS(=O)(=O)c2ccc(OC)c(NC(=O)C[C@@H]3C=CCC3)c2)cc1,4.3059,3.6473
train_24542,O=C(Nc1nncs1)c1ccc(N2CC3CCC(C2)O3)nc1,4.33,3.2939
train_24543,COc1ccccc1NC(=O)CN(Cc1ccc2c(c1)OCO2)C(C)=O,4.9216,3.7518
train_24544,C=CCc1snnc1N1NCNC1=O,4.1136,3.2505
train_24545,O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2cccc3c4ccccc4c4ccccc4c23)c2ccccc12,3.9239,2.8993
train_24546,CCCC(CBr)CN1C(=O)C(=O)c2cccc(F)c21,2.6579,2.1771
train_24547,CCC1C=Cc2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3cccc(OCC(O)CNC)c3)nc2N1C(C)C,3.2680000000000002,2.3422
train_24548,CCNC1CCCCCC1CN1CCCC(C)(O)C1,5.8285,5.7581
train_24549,Cc1cc(Cl)c2oc(CNCC(C)C)cc2c1,4.7836,3.5542
train_24550,c1nc(CN2CCCC3COCCC32)cs1,4.2351,3.8635
train_24551,CCCSCC(O)c1nccn1C,5.876,4.5078
train_24552,CC(C)CNCc1cc(F)cc(OC2CCOC2)c1,5.148,4.0902
train_24553,CC(=O)c1ccc(C(=O)O)c(-c2ccccc2)c1,3.6032,3.1273
train_24554,COc1ccc(C(CC(C)C)NC(=O)CN(c2ccc(C)cc2)S(=O)(=O)c2ccc(OC)c(Br)c2)cc1,4.4676,3.8038
train_24555,NNC(=O)c1ccc(-c2cccc(Cl)c2)o1,4.4794,2.9121
train_24556,COC(=O)C1=C(C)NC(c2ccccc2)=C(C(=O)NCC(=O)OC(C)(C)C)C1c1cccc([N+](=O)[O-])c1,3.1819,2.6862
train_24557,O=C(O)CC(NC(=O)c1occc1Br)c1ccccc1,4.5684,3.5927
train_24558,Clc1ccc(C2=Nn3c(nnc3-c3ccccc3)S[C@@H]2n2cncn2)cc1,3.3053,2.8579
train_24559,CCn1c(CC(=O)C2(C)CCCN2)nc2ccccc21,3.9681,3.5732
train_24560,Cn1ccn(Cc2ccc([N+](=O)[O-])cc2Br)c1=O,2.7855,2.7511
train_24561,NS(=O)(=O)c1ccc(OC2CCCC2)cc1,5.1113,3.9459
train_24562,Clc1ccc(C2=NN3C(=CSC34CCCCC4)O2)cc1,2.7862,2.1606
train_24563,Cc1nc2cc(N)ccc2n1C(=O)c1cc2ccc(Br)cc2o1,2.7828,2.5537
train_24564,Cc1nnc2ccc(-c3ccc(NC(=O)c4ccc(Cl)cc4)cc3)nn12,3.8182,2.7739999999999996
train_24565,CCC(CC)(OC)c1nc(NC)c(Br)c(C2CCCC2)n1,4.5225,3.9119
train_24566,CCN/C(=N\CC(CC(C)C)NC(=O)OCC)NCCc1nc(C)c(C)s1,4.4141,3.7432
train_24567,CC(=O)c1cc(F)ccc1OCCCC1CCCO1,3.8072,3.3301
train_24568,COc1cncc(-c2cccc3c2CC[C@@]2(COC(N)=N2)C3)c1,4.652,3.8858
train_24569,CC(=O)N(C)Cc1cccc(NC(C)c2cnccn2)c1,3.2676,3.0937
train_24570,CC(=O)c1ccc(NC(=O)C(Cc2ccccc2)N(C(=O)c2ccccc2)S(=O)(=O)c2ccc(C)cc2)cc1,3.7769,3.2864
train_24571,Fc1ccc(OCc2nc(-c3ccc4c(c3)ncn4CCN3CCCCC3)no2)cc1,4.5799,3.5545
train_24572,O=C(O)C1CCC(NC(=O)N2CC(OCc3cccc4ccccc34)C2)CC1,4.52,3.0791
train_24573,O=C1CC[C@H](C(=O)N2CCCCO2)CN1CCc1ccccc1,5.3919,4.2305
train_24574,Cc1ccc(C(=O)N[C@H](CC(C)C)c2ccccc2)cc1S(=O)(=O)N1CCN(C)CC1,3.8079,3.7155
train_24575,Cc1cc(C)cc(NC(=O)COC(=O)CN2C(=O)N[C@]3(C[C@H](C)CC(C)(C)C3)C2=O)c1,4.9126,3.7943
train_24576,CC(C)(C)c1cn(C2[C@@H]3CN(C4COC4)C[C@H]23)nn1,5.6069,4.5758
train_24577,COc1ccccc1CNc1ncccc1OC,4.7776,3.5497
train_24578,Cc1ccc(C#Cc2cccc3nc([C@H](C)NC(=O)c4c(N)nn5cccnc45)n(-c4ccccc4)c(=O)c23)cn1,3.7608,2.714
train_24579,CCOc1ccc(Cl)cc1S(=O)(=O)NC(C)C(=O)Nc1ccc(F)c(Cl)c1,4.7429,3.714
train_24580,O=C(CC1CCCCO1)Nc1cccc(I)c1,4.5818,3.8371
train_24581,COc1ccc(C(=O)OCC(=O)N[C@@H](C)C2CC2)cc1Br,4.6852,3.5374
train_24582,C[C@@H](Oc1cccc(Br)c1)C(=O)N/N=C\c1cnc2ccccc2n1,3.1878,2.5547
train_24583,Cc1cc(C)c(C(C)NCc2cc(Br)cs2)c(C)c1,5.0185,3.6947
train_24584,CNC(c1ccccc1)C(C)Oc1cc(C)ccc1F,5.1966,4.0615
train_24585,CCC1CCCCC1C(O)c1cncc(Br)c1,4.787,4.0706
train_24586,Cc1noc(C)c1S(=O)(=O)NC1(C(=O)NC2CCCCC2)CCCC1,5.7221,4.3353
train_24587,CCCC(CC)Nc1nc2ccc([N+](=O)[O-])cc2[nH]1,3.9032,2.9887
train_24588,C=CCn1/c(=N/C(=O)/C=C\c2ccc([N+](=O)[O-])s2)sc2cc(C(=O)OCC)ccc21,3.3009,2.3202
train_24589,O=C(NC1CCc2c(Br)cccc21)c1conc1C1CC1,4.9779,4.0648
train_24590,CCC(NCC=Cc1ccccc1)C1CCCCC1,4.3839,3.2615
train_24591,Cc1cc(C(=O)N2CCN(C(C#N)c3ccc(F)cc3)CC2)c2c(=O)[nH]n(C)c2n1,3.8183,3.0572
train_24592,Cc1nsc(N)c1-c1nc2ccc(F)cc2[nH]1,4.4971,3.2544
train_24593,CC(=NOCC(=O)O)c1ccc(S(C)(=O)=O)cc1,4.8831,3.2309
train_24594,CC(C)n1cc2cc(NC(=O)NCC3CN(C)CCO3)ccc2n1,4.316,2.8349
train_24595,COC(=O)CN(C(=O)c1cccc(OCCSc2cccs2)c1)c1cccs1,4.4896,3.5264
train_24596,CCOC(=O)C(N)CSCC(=O)NC(=O)NC1CCCC1,5.1342,4.7529
train_24597,CCNCc1cc(Br)cnc1N(C)C(C)Cc1cccs1,4.2737,3.4726
train_24598,CNc1nc(N)c(C(=O)NC2CCC(C)C(C)C2)s1,4.0263,3.0823
train_24599,CC(N)CCC(=O)Nc1cccc(OCC#N)c1,4.9882,3.82
train_24600,CCC(CC)N(CCNC1CCCC(C)C1)CC(C)C,5.9171,5.8514
train_24601,N#CC1CCCC1NC(=O)C1CSC(Cc2ccccc2F)C(=O)N1,5.1282,4.2212
train_24602,O=C(NC1CCOCC1)N1CCN(c2ccc3nncn3n2)CC1,3.9964,2.9361
train_24603,CCCC1CCC(C2CCC(c3cc(F)c(F)c(OCc4ccc(OC(F)(F)F)cc4)c3)CC2)CC1,5.1739,4.0085
train_24604,C=CCOC(=O)NCCCCCCONC(=O)OC(C)(C)C,6.5808,4.5512
train_24605,COC(=O)C1CCCCN1CCn1nc2ccccn2c1=O,3.6151,2.4885
train_24606,N#CC(=Cc1ccc(Sc2ccc(Cl)cc2)o1)C(=O)c1cccc([N+](=O)[O-])c1,3.2725,2.0463
train_24607,Cc1ccc(/C(N)=N/O)cc1N=O,1.4339,0.5449
train_24608,CCC(Oc1ccccc1)C(=O)NCCc1ccccc1OC,5.1849,4.0871
train_24609,COCC1CCCN(Cc2cc(CN)c(C)o2)C1,5.6898,3.915
train_24610,CNC1COCC1C(=O)NCCc1ccc(Cl)cc1Cl,5.077,4.0066
train_24611,Cc1ccc(C(C)NC(=O)CN(c2ccccc2)S(=O)(=O)N(C)C)c(C)c1,5.1448,4.0848
train_24612,C[C@H](NC[C@@H](O)Cn1cc(/C=N\O)c2ccccc21)C(=O)O,4.5803,3.0889
train_24613,Cc1c(F)cc(C(N)=O)cc1NC(=O)C1CCN(c2ccc(Cl)cc2)C1=O,4.605,3.6441
train_24614,O=CNc1ccc(OC2CCNCC2)cc1,4.7388,3.7481
train_24615,COc1ccc(C(C)(C)C)cc1/C(O)=C1\C(=O)C(=O)N(c2ccc(C)cc2C)C1c1ccccc1OC,2.8461,2.4548
train_24616,COCCOCCNCC1CCCO1,6.7027,6.4219
train_24617,CS(=O)(=O)N1CC(CC(=O)O)c2ccccc21,4.8706,3.9811
train_24618,COc1ccccc1C1C=C2CN(Cc3ccc(C)nc3N)CCN2N1,4.4451,3.7006
train_24619,COCCN(CCC(=O)Nc1ccc(C(C)C)cc1)S(C)(=O)=O,5.0413,3.8493
train_24620,C=C/C=C\C=C(/C)c1nc(-c2ccccc2)nc(-c2ccc(-c3cccc4c3oc3c4ccc4c5ccccc5oc43)cc2)n1,3.5333,2.1569
train_24621,CC(C)C1CCCN(C(=O)C2(C(N)=NO)CCCC2)CC1,5.4839,4.4026
train_24622,C/N=C1/SC(=Cc2cccn2-c2ccc(F)cc2)C(=O)N1C,3.523,2.2489
train_24623,CCCCC(=O)OCC(CC(=O)OCC)C(=O)OCC,5.6987,5.1535
train_24624,CN1C(=CC(=O)Cn2cnc3sc4c(c3c2=O)CCSC4)C(C)(C)c2ccccc21,3.8689999999999998,2.8096
train_24625,COCC1=CCC=CN1,4.6037,3.2823
train_24626,CCC1(C)CNC(C)(C)CN1Cc1ccc(F)cc1Br,4.0671,4.0331
train_24627,COc1ccc(NC(=O)C(C)OCc2ccccc2)cc1OCc1ccc2ccccc2n1,3.8644,3.2063
train_24628,COc1cc(Br)cc(NCc2c(C(=O)O)cnn2C)c1,4.4171,3.8498
train_24629,C=P(C)(C)Cc1c2ccc3ccccc3c2cc2c1ccc1ccccc12,2.4886,2.1305
train_24630,Nc1ccccc1CS(=O)(=O)NCc1cc(Br)ccc1F,4.6598,3.7242
train_24631,Cc1cc(Br)cc(C=C(C#N)C#N)c1,3.7562,2.6038
train_24632,COc1ccccc1-c1cc(C(CC(C)C)C(N)=O)ccc1OC,4.5855,3.6026
train_24633,CN(CC(C)(C)O)C(=O)N1CCCCC1,5.8718,5.1328
train_24634,CC(CNC(=O)c1cc(N2CCNC2=O)ccc1F)(C(=O)O)c1ccccc1,4.2961,3.3831
train_24635,O=C(NC1CC1c1cccc(F)c1)c1ccc[nH]1,5.1245,3.8324
train_24636,CCNC(C)(CCN(C)C1CCC1)C(=O)OC,5.0539,4.9506
train_24637,CC(CN(C)C(=O)N[C@@H]1C[C@H]1c1ccc(Br)cc1)C(=O)O,5.0527,3.9726
train_24638,CC(C)(C)OC(=O)C(N)c1cccc(O)c1,5.1418,4.1462
train_24639,Cc1cc(C)n2nc(C(=O)NC3CCCc4c3cnn4Cc3ccccc3)nc2n1,4.192,3.6642
train_24640,CCOC(=O)CNc1ncccc1C,4.8171,3.6959
train_24641,COC1(OC)CC(c2ncn[nH]2)(c2cc(F)c(CN3[C@@H](C)CC[C@H](c4ccccc4)S3(=O)=O)cc2F)C1,5.17,4.0955
train_24642,CC(O)C(Cc1ccc(S(C)(=O)=O)cc1)C(=O)Nc1cc(O)ccc1F,4.532,3.6639
train_24643,NC(=O)Cc1cn(-c2ccccc2)nc1-c1ccccc1,4.5226,3.4469
train_24644,Cc1cc(C(=O)Nc2cc(S(N)(=O)=O)ccc2C)on1,4.4081,3.4498
train_24645,NCCC1CCCC[C@@H]1NC(=O)C1=CN(C2=CC=CC(C(F)(F)F)C2)NC1,3.7016,2.2112
train_24646,CC(C(=O)NCc1ccccc1)N1CCC(CO)C1,5.4074,4.2266
train_24647,CCC(CC)c1cc(CN/C(=N\C)NCCCc2nc3ccccc3[nH]2)on1,4.5331,3.8518
train_24648,CC(C)(C)c1csc(CNc2cc(Cl)cc(Cl)c2)n1,4.5503,3.7892
train_24649,CCNC(CCC(C)C)c1c(C)cc(C)cc1OC,5.0276,4.029
train_24650,CC1=C2N=CN=C2C(=O)N=C1,1.9202,1.5647
train_24651,Cc1ccc(C(C)NC(C)CCc2ccco2)cc1F,5.0824,4.1319
train_24652,CC1(C)C(NC(=O)N2CCC(c3cnc[nH]3)CC2)C2CCCOC21,6.235,4.5464
train_24653,CC(=O)N1CCN(S(=O)(=O)c2cc(C#N)ccc2C)CC1,4.2208,3.7144
train_24654,CN(Cc1ccccc1)C(=O)C(=O)N(Cc1ccccc1)c1ccccc1,4.7652,4.2089
train_24655,C/C=c1\o/c(=C/c2ccc(OC)cc2OC)c(=O)n1C(C)(C)C,3.5435,2.1835
train_24656,CC1CC(c2ccccc2)CN(C)C1,5.2126,4.2452
train_24657,O=C(O)c1ccc(S(=O)(=O)Cc2cncs2)cc1Cl,4.2409,3.6554
train_24658,CC(=O)c1ccc(S(=O)(=O)NCc2cc3ccccc3o2)cc1,3.6285,3.1386
train_24659,CCCOc1ccc(C2=C(N3CCc4ccccc43)C(=O)N(c3cccc(F)c3)C2=O)cc1,2.7874,1.8949
train_24660,C=COCCC(=O)OC12C=CC(C1)C(c1ccccc1)=C2,4.5495,2.9730000000000003
train_24661,COC(=O)c1nccc(NC(C)CC2CC2)n1,3.9476,3.5014
train_24662,CN1CCC(CNCCOc2ccc(C(N)=NO)cc2)C1,4.6783,3.3317
train_24663,COc1c(Cl)cc(C(=O)NNC(=O)c2ccc3c(c2)OCO3)cc1Cl,4.2251,3.3652
train_24664,CC(C)(C)C(=O)C1CC2c3ccccc3OC2N1C(C)(C)C,3.9687,3.4859
train_24665,c1ccc(C(OC2CCCC2)c2nc3ccccc3o2)cc1,5.0255,3.8503
train_24666,COc1ccc(/C(O)=C2/C(=O)C(=O)N(c3cccc(C(=O)OC(C)C)c3)C2c2cccnc2)c(C)c1,2.8249,2.3930000000000002
train_24667,Cc1ccccc1-c1cccc(C(=O)NCCc2c[nH]c3cc(Cl)c(Cl)cc23)c1,4.2509,3.3802
train_24668,CC(C(=O)c1ccc2c(c1)CCCN2)N1CCN(CCO)CC1,3.3604,3.0602
train_24669,O=C(CSc1ncccc1-c1nc2ccccc2[nH]1)Nc1ccc(F)c(Cl)c1,4.1037,3.0891
train_24670,O=C(Nc1ccc(N2CCCCC2)cc1)C(=O)N1CCCCC1,3.8916,2.9997
train_24671,C=CCCCCC(C(=O)N(C)C)c1ccc(O)cc1,5.0825,4.0902
train_24672,C=CC(C)C(C)C1CC(C)(CC)C1,7.3622,4.5536
train_24673,Cc1ncc2c(c1OC(=O)C(C)(C)C)C(N1CCOCC1)OC2,4.3454,4.1291
train_24674,COCc1cccc(C(=O)NNC(=O)Cn2nnc(-c3ccccc3)n2)c1,4.6242,3.7213
train_24675,CCOC(=O)c1c(C)cn2c1SCC2=CC(=O)NC,3.7805,2.9424
train_24676,C=CCn1c(C)nc2c(NC(=O)c3c(Cl)cccc3Cl)cccc21,4.3936,3.4442
train_24677,CC#CCN1CC2CCCC2C1,5.6527,5.3391
train_24678,CC(c1cccs1)N(C)C(=O)Cn1cc(N)cn1,4.6878,3.7577
train_24679,C#CCN1CCN(CC2CCCO2)CC1,5.1764,5.0476
train_24680,COc1ccc([C@@]23CC[C@@H](NC(=O)N(OC(=O)C(F)(F)F)c4cccc(-c5ccccc5)c4)C[C@@H]2N(C)CC3)cc1OC,4.2787,3.6748
train_24681,CCC(CC)(CBr)CN1C(=O)C(=O)c2cc(F)cc(Br)c21,2.6354,2.1515
train_24682,N#C/C(=C/c1cccc(I)c1F)c1nn[nH]n1,3.9471,2.8403
train_24683,Fc1cccc2[nH]c(CN3CCC(OCCc4ccccc4)CC3)nc12,5.0989,3.8275
train_24684,N#Cc1cnc(NCC2CCN(C3CCN3)CC2)nc1-c1c[nH]c2ncc(C(F)(F)F)cc12,3.6136,3.0466
train_24685,COC(=O)c1c(NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)sc(C)c1C,4.5579,3.2671
train_24686,C=CCC(=O)CC(N)CC(C)(C)C,4.187,3.6541
train_24687,Cc1c(C)c(C)c(C(=O)c2c(F)cccc2Cl)c(C)c1C,3.7286,3.1183
train_24688,O=CCCCC1OC1c1ccccc1,4.3357,3.7043
train_24689,CCc1ncc(NC(=O)NC2CCCC(S(=O)CC)C2)cn1,4.1478,3.6043
train_24690,O=C(CNCc1ccccc1)N1CCC(B(O)O)CC1,5.3577,4.2242
train_24691,CCC1CCC(N(C)CC=C(C)C(=O)O)CC1,3.908,3.6433
train_24692,CC(=O)Nc1cccc(C(C)NCc2ccc(Cl)s2)c1,5.019,3.5565
train_24693,CCOc1ccc(NC(=O)C2CC3CCCC(C2)C3=O)cc1S(=O)(=O)N1CCCCC1,4.1148,3.5254
train_24694,COc1cc(C2c3cc4c(cc3C(NCc3ccco3)C3COC(=O)C23)OCO4)cc(OC)c1OC,4.782,3.846
train_24695,CCOC(=O)c1c(O)cc(/C=C/c2ccc(OC)c(OC)c2)cc1SC,3.342,2.3506
train_24696,O=C(O)c1ccc(C(=O)O)c(C(=O)NCCc2ccccc2)c1,4.0588,3.5359
train_24697,CCC(N)C(=O)NC(C)c1ccc(Cl)s1,5.3406,3.5606
train_24698,CCOC(=O)C(=N/Nc1ccccc1)/C(C)=N\NC(N)=S,3.3539,2.9009
train_24699,C=C(C(=O)OC)c1cnn2c1CN(C(=O)O)[C@@H](C)C2,4.506,3.3095
train_24700,C/N=C(\NCCOCC1CC1)NC(C)c1ccccc1,4.9982,4.1975
train_24701,CCOC(=O)c1c(NC(=O)CN2C(=O)C(=O)N(CC)C2=O)sc2c1CCC2,3.1509,3.1228
train_24702,CCN(CC(=O)O)C1CC(NC(=O)N2CCCC(Oc3ccccc3)C2)C1,4.8962,4.1693
train_24703,Fc1ccccc1-n1nccc1C1=CC=CN(c2ccc(C(F)(F)F)nc2)N1,3.3157,2.2738
train_24704,N#Cc1c(-c2ccc(Cl)cc2)ccn2nc(C(Cl)(Cl)Cl)nc12,3.9631,2.855
train_24705,CCC(C)NCCCC(=O)NC1CC1,5.5862,5.0815
train_24706,C[C@@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O,4.9814,3.6602
train_24707,COc1cc(C)c(CN(C)CN2C(=O)C(=O)c3cc(C)ccc32)cc1OC,2.6726,2.2208
train_24708,Cc1ncc(-c2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cnc2N2CC[C@@H](O)C2)cc1F,4.1473,3.2773
train_24709,NCc1nc(-c2ccc(NC(=O)C3C4CCC(C4)C3N)cc2)n[nH]1,4.7932,3.385
train_24710,N#Cc1ccc(-c2nc(-c3ccc(-c4cccnc4)cc3)nc(-c3ccc4ccc5cccc6ccc3c4c56)n2)cc1,2.9678,2.2127
train_24711,C=C(C)/C=C\C(=CC)Oc1nc2cnccc2c(=O)[nH]1,4.1714,2.6579
train_24712,CC(C(=O)O)N(c1cccc(O)c1)C(C)C(=O)O,4.7864,4.0137
train_24713,Cc1cc(C(=O)COC(=O)Cn2cnc3c(oc4ccccc43)c2=O)c(C)c(C)c1C,4.0074,3.141
train_24714,COc1cccc(F)c1OC(c1ccccn1)[C@@H]1CNCCO1,4.3774,4.0331
train_24715,COC(=O)Nc1ccc(S(=O)(=O)NCc2ccnc(-c3ccco3)c2)cc1,4.5524,3.1018
train_24716,COC(=O)C(N)CSCc1cc(=O)oc2cc(Br)ccc12,3.6879,2.9322
train_24717,O=[N+]([O-])c1c(C(F)(F)F)n[nH]c1C(O)Cc1ccccc1,3.9656,3.3598
train_24718,Cc1nn(C)c(N2CCc3ccccc3C2)c1CO,5.2229,4.1618
train_24719,COc1ccc(COc2ccsc2C(=O)Nc2ccc(F)cc2F)cc1,4.2515,3.2054
train_24720,COC(=O)c1[nH]ccc1C1CCCN1,4.203,3.5509
train_24721,CNC1CCN(c2cccc(OC(F)(F)F)c2)CC1C,4.5797,3.7544
train_24722,COc1cccc(COc2cccc(/C=N/NC(=O)c3ccc(O)c(O)c3)c2)c1,4.2152,2.9195
train_24723,O=C(O)c1ccc2c(c1)C(c1cccs1)=CCC2,3.9698,2.8231
train_24724,CC1=C(C(=O)OCCN(C)Cc2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CCCN(Cc3cccs3)C2)=C(N)N1,3.1493,2.9763
train_24725,CC(C)(C)S(=O)(=O)CCn1ccc2cccc(Cl)c21,4.8233,3.4729
train_24726,COC(=O)C[C@H](C(=O)OC)[C@@H]1CCCO1,5.8186,5.2934
train_24727,CC(C)C(=O)CNS(=O)(=O)CC1CCCCC1,4.6021,4.0287
train_24728,Cc1ccc(NC(C)c2ccc(Br)cc2)c(C)c1,4.2562,3.8614
train_24729,CCc1nc(N)nc(C(OC)C2CC2)n1,4.6753,4.2721
train_24730,CC(NC(=O)CSc1nc2ccccc2n1C)c1cccc2ccccc12,4.4988,3.0609
train_24731,CCN(CC(C)(C)O)S(=O)(=O)c1cnc(NC)nc1,4.3817,3.6686
train_24732,CC(O)(CNC(=O)Nc1ccccc1N1CCCCC1)CN1CCOCC1,4.8641,3.9154
train_24733,CC(C(=O)N1CC(=O)NC2CCCCC21)N1CCCCCC1,4.7589,4.3317
train_24734,CCOC1=C(C#N)C(c2ccc(OC(C)C)cc2)C(C#N)=C(N)O1,4.4165,3.4524
train_24735,COc1cccc(C(=O)Nc2nn(CC(C)C)c3nc4ccc(C)cc4cc23)c1,3.4309,2.3835
train_24736,CNC(=O)c1ccccc1NC(=O)/C=C/c1cc(Cl)c(OCC(C)C)c(OC)c1,3.8567,2.7045
train_24737,COC(=O)c1sccc1S(=O)(=O)NCc1ccnc(-c2cccnc2)c1,3.9613,3.2989
train_24738,Cc1noc(C)c1S(=O)(=O)NCCNC(=O)C(c1ccccc1)c1ccccc1,5.3058,4.1801
train_24739,COCCn1nc(C(=O)N(CC2CCOC2)C2CC2)ccc1=O,3.9953,2.9495
train_24740,CCOC(C(=O)Cc1c(C)nn(C)c1Cl)C(C)C,3.9714,3.4444
train_24741,COc1ccc(C2=C(N(C)c3ccccc3)C(=O)N(c3cc(F)ccc3F)C2=O)cc1OC,2.7769,1.9171
train_24742,CC(=O)NC1CCC(N[C@@H](C)c2c(C)noc2C)CC1,5.5785,4.3173
train_24743,CCc1ncc(C(F)(F)F)cc1[N+](=O)[O-],3.8283,3.2635
train_24744,COc1ccc(NS(=O)(=O)Cc2ccc(N)cc2)cc1,4.7497,3.7234
train_24745,CC(C)c1nc(CN(C(=O)c2ccc(OCC(F)(F)F)nc2)c2ccc(Cl)cc2)cs1,4.5315,3.7772
train_24746,CCC(C)n1nc(NC2CNC2)c(C#N)c1N,5.1061,4.2493
train_24747,CCCC(C(=O)NCCNC(C)=O)C(N)=S,3.4352,3.102
train_24748,CCCN1CC[C@H](Cc2ccccc2)C[C@H]1CCCNC(=O)Nc1cccc(C(C)=O)c1,3.8269,3.3178
train_24749,Cc1cc(NC(=O)CN(C)C(=O)CC2CCCCC2N)no1,4.8722,4.1593
train_24750,Cc1noc(C)c1C(=O)OCC(=O)Nc1cc(C2CC2)nn1-c1ccccc1,4.2957,3.7679
train_24751,CCCOc1cccc(-c2noc(C(C)C)c2C(=O)O)c1,4.5576,3.6383
train_24752,C#CCCNC(=O)NCCn1cnc(C(=O)O)c1,5.0529,4.3026
train_24753,Cc1cccc(-c2cccn2-c2ccc(C(N)=O)c(NC3CCC(O)CC3)c2)c1,3.7984,3.0031
train_24754,ClCCN(CCCl)CCOc1cccc2c(Cl)c3ccccc3nc12,3.2168,2.0475
train_24755,CCOc1cc(/C=C2/SC(=O)N(c3cccc(C)c3)C2=O)ccc1OC(CC)C(=O)O,3.6229,2.3162
train_24756,COC(=O)c1ccc(OC)c(Br)c1N,4.2124,3.2461
train_24757,Cn1[nH]c(=O)cc1CN1CCC(CCCc2ccccc2)CC1,4.9319999999999995,3.4849
train_24758,Nc1ncnc2c1ncn2CCCSc1ccncc1,4.9242,3.7564
train_24759,Cc1c(CCC(=O)O)n(C)c2ccc(C(C)C)cc12,4.6815,3.4295
train_24760,N#Cc1c(F)ccc2c1C(O)CO2,4.4265,3.2816
train_24761,CCC(NCCC(=O)O)C(O)c1ccc(Cl)c(C)c1,5.0042,4.0056
train_24762,CCc1ccc(C(C(=O)Nc2ccc3ccccc3c2)N(C(=O)C(CO)NC(=O)OC(C)(C)C)C2CCC2)cc1,4.2599,3.0176
train_24763,CNC(Cc1ccnc(N)c1)c1cccc2ccccc12,4.0222,3.0636
train_24764,N#Cc1cccc([C@H](c2nnnn2Cc2ccc(F)cc2)N2CCc3ccccc32)c1,3.1911,3.1323
train_24765,N/C(=N/O)c1ccc(OCCCO)cc1Br,4.4205,3.6418
train_24766,CS(=O)(=O)c1cc(F)ccc1CNC(=O)c1cccc(-c2ccccc2OC(F)(F)F)n1,4.2428,3.7173
train_24767,O=C1CCCN1CC1CCCCN1C(=O)C1CC2C=CC1C2,5.5279,4.2934
train_24768,C[Si]1(C)c2ccccc2-c2cc3c(-c4nccc5ccccc45)c4ccccc4c(-c4nccc5ccccc45)c3cc21,3.2211,2.0115
train_24769,O=c1[nH]c2ccc3c(c2o1)CCCC3,4.9844,4.0349
train_24770,CCC(C)(C)NC(=O)C(c1ccc(C)cc1)N(C(=O)CNC(=O)c1cccs1)c1ccc(OC)c(OC)c1,4.0458,3.4552
train_24771,CCCNC(=O)C(C)Oc1ccc(N)cc1,4.6052,3.4926
train_24772,C=Cc1cn([C@@H]2O[C@H](C)C(O)C2O)c(=O)nc1NC(=O)OCCCNC(C)=O,4.3915,3.2695
train_24773,Oc1cccc(-c2ccc3ccccc3c2-c2c(-c3cccc(O)c3)ccc3ccccc23)c1,3.8336,2.8926
train_24774,NC(CC1CCCC1)c1cccc(Br)c1F,5.1767,4.1067
train_24775,Cc1ncncc1C(=O)NCC1(N2CCCCC2)CCN(C)CC1,3.8455,3.8254
train_24776,CCCN(CC#Cc1ccccc1)CC1CCCNC1,4.6328,3.5972
train_24777,Cc1c(C(=O)NC[C@@H]2CCCO2)nnn1-c1ccc2noc(-c3ccc(Cl)cc3)c2c1,3.6188,2.1859
train_24778,CC(C)NCc1cc2cc(C(C)C)ccc2[nH]1,4.8794,3.5388
train_24779,COc1ccc(C(C)(C)C)cc1/C(O)=C1\C(=O)C(=O)N(c2cccc(NC(C)=O)c2)C1c1ccccn1,2.8068,2.4338
train_24780,COCCC(C)n1ncc(Br)c1N,5.2777,4.4259
train_24781,COc1ccc(/C=C/c2cccc(CC3=NC(N)N(C)C=C3)c2)cc1,3.9410000000000003,2.5732
train_24782,CCOC(=O)c1c(NC(=S)NC(=O)c2c(Cl)c(C)nn2C)sc2c1CC[C@H](C)C2,3.1105,2.6104
train_24783,N#Cc1cc2cc3c(cc2nc1NCCCNC(=O)c1cccnc1)OCO3,3.5495,2.6913
train_24784,COc1ccc(COn2c(=O)c(-c3cccs3)[n+]([O-])c3ccccc32)cc1OC,3.5842,1.807
train_24785,N#Cc1cc(C(N)=O)nc(C(F)F)c1Br,3.8513,3.5034
train_24786,COc1cc(C(=O)O)cc2ccn(CCO)c12,4.4910000000000005,3.4049
train_24787,OC1(CNCc2ccc(F)cc2)CCc2ccccc21,5.2916,4.1968
train_24788,CCOC1CC(/N=C(\N)Nc2ccccc2OC)C1(CC)CC,4.8906,3.755
train_24789,CCN(CC(=O)NCCc1cccs1)C1CNC1,4.7576,3.7671
train_24790,CC(C)CNCc1cn(Cc2nccs2)nn1,4.4712,3.8521
train_24791,CCC(=O)C1CCC(CN)O1,4.3326,3.7647
