id,SMILES,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea
TRAIN_3014,COc1ccc(Cn2c(=O)[nH]c(-c3ccc(F)cc3)c(-c3ccc(F)cc3)c2=O)cc1,88.61,99.99,4.399,420.408,3,1,5,4.399,58.64
TRAIN_3015,O=S(=O)(c1ccc(F)cc1Cl)N1CC[C@H]2[C@H](C1)OCc1cnnn12,55.74,73.34,1.287,372.802,5,0,2,1.286,85.69
TRAIN_3016,COc1ccc(C(=O)N2CCC(Cc3noc(C4CCOCC4)n3)C2)cc1F,53.06,88.27,1.769,389.421,5,0,5,1.769,77.69
TRAIN_3017,COc1ccc(C)cc1N(C)C(=O)c1cc2ccc3cccnc3c2[nH]1,0.28,0.31,4.061,345.394,3,1,3,4.061,58.22
TRAIN_3018,COC(=O)c1ccc(C)c(NC(=O)CN(C)Cc2ccc(Cl)s2)c1,2.198,1.037,3.08,366.862,4,1,7,3.075,86.88
TRAIN_3019,Cc1c(C)n2c3c(=O)[nH]c(=O)n(C)c3nc2n1CCN(C)C,77.94,99.84,0.414,304.348,4,1,3,-1.148,74.88
TRAIN_3020,CCOc1cc(=O)n2c(c1C(=O)N1CCCc3ccccc31)CCCC2,0.35,0.65,2.482,352.427,3,0,3,2.482,49.85
TRAIN_3021,CCC1(O)CCOC2(CCN(C(=O)c3cc(Cl)ccc3F)CC2)C1,15.93,73.25,1.972,355.832,3,1,2,1.972,49.77
TRAIN_3022,Cc1ccc(C2(c3ccccc3)C=C(c3ccccc3)N(S(=O)(=O)c3ccc(C)cc3)O2)cc1,0.85,0.57,6.319,467.579,3,0,5,6.319,54.99
TRAIN_3023,CCOC(=O)C1=C(C)N=C2CC(C)(C)CC(O)=C2C1C,49.229,70.337,2.372,277.359,4,1,3,2.268,58.89
TRAIN_3024,CCS(=O)(=O)N1CC(=O)N(Cc2ccc(OC(C)C)cc2)C(C)(C(=O)NCc2ccccc2)C1,3.92,91.42,2.187,487.612,5,1,9,2.187,104.4
TRAIN_3025,CC(=O)COc1cc(N2C(=O)C(C)=C(C)C2=O)c(F)cc1Cl,17.58,3.2,2.716,325.719,4,0,4,2.716,63.68
TRAIN_3026,CCOc1cc2c(cc1C1CC(=O)NCc3nc4sccn4c31)CCC2,7.943,13.369,2.86,367.465,3,1,3,3.09,83.87
TRAIN_3027,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCC1CNCCO1,99.9,99.9,3.512,445.31,6,2,6,3.5,77.53
TRAIN_3028,CCN1CCN(CCCNC(=O)c2oc3ccc4c(c3c2C)C(O)CC(C)(C)O4)CC1,96.031,99.9,2.497,429.552,5,2,6,1.866,78.18
TRAIN_3029,O=C(NCCCCCCNC(=O)N1CCCCC1)N1CCCCC1,0.206,99.9,2.358,338.488,2,2,7,2.358,64.68
TRAIN_3030,CCOC(=O)c1[nH]c(C)c(C(=O)CN(CC(C)C)C(=O)CC)c1C,0.07,84.58,2.915,336.426,4,1,9,2.915,79.47
TRAIN_3031,Cc1ccc(N2C(=O)c3[nH]nc(C)c3C2c2ccc(F)cc2)cc1,47.23,99.0,3.896,321.348,2,1,2,3.895,48.99
TRAIN_3032,O=c1c2sccc2ncn1-c1ccc(F)c(Cl)c1,0.543,31.118,3.356,280.705,2,0,1,3.351,60.91
TRAIN_3033,COc1ccc2c(c1OC)C(=O)N1c3ccccc3C(=O)N(CC(=O)Nc3ccc4nc[nH]c4c3)C21,73.0,99.0,2.125,483.475,6,2,5,2.265,116.85
TRAIN_3034,CC(Sc1nnnn1C(C)C)C(=O)C12CC3CC(CC(C3)C1)C2,99.9,99.9,3.571,334.48,5,0,5,3.571,85.97
TRAIN_3035,COC(=O)C1(CCCN(C)CCc2ccc(OC)c(OC)c2)CCCc2c1ccc(OC)c2OC,9.164,17.971,5.374,485.612,7,0,13,3.87,66.46
TRAIN_3036,CS(=O)c1nc(-c2cccs2)cc(-c2ccccc2)c1C#N,2.55,3.06,3.946,324.42,3,0,3,3.946,101.19
TRAIN_3037,Cc1cc(C)cc(OC(C)C(=O)NCCN(C)C)c1,59.481,92.918,2.468,264.363,3,1,6,1.464,41.57
TRAIN_3038,Clc1nc(N2CCN(c3ccccn3)CC2)c2nc[nH]c2n1,0.07,66.86,2.34,315.761,4,1,2,2.339,73.83
TRAIN_3039,O=C(Nc1ccc2nncn2c1)c1cc(Cl)c2c(c1)OCO2,10.34,80.91,1.842,316.699,5,1,2,1.842,77.75
TRAIN_3040,Cc1ccc2c(c1)nnn2C1CCN(C(=O)N(c2ccccc2)c2ccccc2)CC1,0.9,46.4,4.852,411.499,3,0,3,4.852,54.26
TRAIN_3041,O=C(Nc1ccc(Cl)cn1)c1c2c(nc3ccccc13)C(=O)N(C1CCCCC1)C2,8.132,75.492,4.308,420.891,4,1,3,4.308,75.19
TRAIN_3042,CC(C)c1cc(C(C)C)c(S(=O)(=O)NCc2ccc(S(N)(=O)=O)cc2)c(C(C)C)c1,1.04,1.18,4.612,452.63,4,2,8,4.613,123.08
TRAIN_3043,Cc1csc2c(N3CCC(S(=O)(=O)NC(C)C)C3)ncnc12,0.4,85.85,2.148,340.464,4,1,4,2.165,111.81
TRAIN_3044,CN(C(=O)CN1N=C(c2ccccc2)Cn2c(cc3ccccc32)C1=O)C1CCCCC1,2.48,1.65,4.47,428.526,3,0,4,4.47,57.91
TRAIN_3045,Cc1nc(-c2ccc3c(c2)CCN3C(=O)Cc2c[nH]c3ccccc23)cs1,13.79,28.62,3.886,373.471,2,1,3,3.886,77.22
TRAIN_3046,COc1cc(NS(=O)(=O)c2ccc(-c3nnc(C4CCC4)o3)s2)cc(OC)c1,1.41,4.831,3.136,421.491,6,1,7,3.15,140.16
TRAIN_3047,O=C(NC1CCOC2(CCS(=O)(=O)C2)C1)c1cccc2cc[nH]c12,72.29,99.99,0.536,348.417,4,2,2,0.536,96.64
TRAIN_3048,[H][C@@](CC(C)C)(C(=O)NOC(C)(C)C)N1C(=O)Nc2cc(Cl)cc(Cl)c2S1(=O)=O,2.67,45.8,3.355,452.353,5,2,6,3.365,113.18
TRAIN_3049,CCOC(=O)C1CCN(C(=O)CCc2ccc(C(C)(C)C)cc2)CC1,0.22,5.57,3.811,345.476,3,0,7,3.811,46.61
TRAIN_3050,O=C(c1c(OCC2CC2)cc(=O)n2c1CCCCC2)N1CCc2ccccc2C1,0.22,12.84,2.96,392.491,3,0,4,2.96,49.85
TRAIN_3051,COC(=O)/C(=C(/F)OCC(=O)N(C)c1ccc(F)cc1)c1ccc(OC)cc1,3.788,17.681,3.331,391.365,5,0,8,3.331,65.07
TRAIN_3052,CC(C)c1noc(-c2cccc(=O)n2CC(=O)N2CCN(c3ccc(F)cc3)CC2)n1,11.291,6.407,1.993,425.456,4,0,5,1.992,82.78
TRAIN_3053,CC(=O)N(Cc1ccc(F)cc1)c1ccsc1C(=O)O,92.216,88.391,2.528,293.313,3,1,4,1.06,85.85
TRAIN_3054,Cc1cc(C)c(C(=O)c2ccc(C(=O)NC(C)(C)C)cc2)c(C)c1,0.601,6.111,4.832,323.429,2,1,4,4.832,46.17
TRAIN_3055,COCCCNc1nnc(Cc2ccc(Cl)cc2)c(=O)[nH]1,87.065,99.9,1.641,308.763,4,2,7,1.672,75.08
TRAIN_3056,Cc1ccc2c(C)c(C(=O)Nc3ccc4c(c3)NC(=O)C(C)O4)oc2c1,90.36,99.99,3.456,350.368,3,2,2,3.456,80.57
TRAIN_3057,CCCC1CN(CC(=O)N(C(C)C)C(C)C)CCN1CC(=O)N(C(C)C)C(C)C,7.046,14.967,3.071,410.637,4,0,10,2.824,47.1
TRAIN_3058,COCCNC(=O)c1ccc(-n2ncc(C(=O)OC)c2N)cc1,66.85,93.56,0.367,318.328,5,2,7,0.366,108.47
TRAIN_3059,CC(/C=C1\S/C(=N/c2ccc(O)cc2)N=C1O)=C\c1ccccc1,70.398,80.763,5.133,336.408,5,2,3,5.107,90.48
TRAIN_3060,O=C(COc1ncccn1)NCCNc1cc(-n2cccn2)ncn1,18.85,94.598,0.599,340.34,7,2,8,0.593,119.74
TRAIN_3061,Cc1ccc2nc(-c3nnc(-c4noc5c4CC(C)CC5)o3)ccc2c1,0.04,0.51,4.672,346.383,4,0,2,4.673,77.84
TRAIN_3062,Clc1cc2nc(-c3cn[nH]c3)[nH]c2cc1Cl,0.73,40.0,3.043,253.087,2,2,1,3.038,57.36
TRAIN_3063,O=C(NCc1ccc(F)cc1)c1nc2c(cnn2-c2ccc(F)cc2)c(=O)[nH]1,25.73,91.44,2.528,381.336,4,2,4,2.528,88.38
TRAIN_3064,O=C(Cn1cnc(C2CC2)cc1=O)N1CCC(N2CC(=O)N(c3ccccc3)C2=O)CC1,99.9,91.192,0.249,435.476,5,0,5,0.249,93.6
TRAIN_3065,O=S(=O)(NCCn1c(-c2ccncc2)nc2ccccc21)c1ccc(Br)s1,1.695,2.675,3.24,463.371,4,1,6,3.25,113.49
TRAIN_3066,Cc1ncsc1CCOC(=O)c1ccc(Cl)cc1,0.625,0.204,2.997,281.758,3,0,5,3.001,67.42
TRAIN_3067,COc1ccc(/N=c2\[nH]nc3nc(C)cc(C)n23)cc1,7.915,51.475,2.147,269.302,4,1,2,2.146,61.58
TRAIN_3068,COc1ccccc1CCN[C@H]1CS(=O)(=O)C[C@@H]1S(=O)(=O)c1ccc(Cl)cc1,1.04,1.34,2.985,443.965,6,1,7,2.354,106.3
TRAIN_3069,O=S(=O)(Nc1cccn2c(C3CCC3)nnc12)c1ccc2c(c1)OCCO2,33.028,63.2,2.068,386.425,6,1,4,2.17,103.2
TRAIN_3070,Cn1c(CN2CCc3ccccc3C2)cc(=O)c(O)c1CN1CCOC(c2ccccc2)C1,37.928,79.219,2.912,445.553,5,1,5,1.244,56.25
TRAIN_3071,Cc1ccc(C(=O)C2=CN(c3ccc(N(C)C)cc3)c3ccccc3S2(=O)=O)c(C)c1,2.73,4.993,5.102,432.535,3,0,4,5.101,66.07
TRAIN_3072,CCOc1cc(CNC(C)c2ccccc2)ccc1OCC(C)C,1.0,55.52,4.836,327.46,3,1,9,4.51,30.49
TRAIN_3073,NC(=O)c1cccc2c1nc1scc(CN3CCCC3)n12,16.24,53.58,1.819,300.379,3,1,3,0.592,91.86
TRAIN_3074,COc1ccccc1N1CCN(/N=C\C(Cl)=C\c2ccccc2)CC1,74.864,85.759,3.905,355.861,2,0,5,3.905,28.07
TRAIN_3075,CCOC(=O)Cn1c(=N)sc2cc3c(cc21)OCCO3,1.315,13.114,2.0,294.326,6,1,4,1.991,97.15
TRAIN_3076,c1ccc2c(-c3noc4c3CNCC4)cccc2c1,4.913,53.009,2.756,250.295,2,1,1,2.756,38.06
TRAIN_3077,Cn1cc(-c2noc(C(O)C3CCCCCCC3)n2)nn1,40.54,99.99,2.656,291.349,5,1,3,2.656,89.86
TRAIN_3078,C[C@@H]1[C@@H](CO)[C@](O)(C(F)(F)F)c2cc([N+](=O)[O-])cn21,95.56,99.9,1.316,280.201,4,2,3,1.316,91.21
TRAIN_3079,COCCNc1nc(N2CCCC2)nc2nccnc12,10.268,75.593,1.072,274.322,5,1,5,1.072,76.06
TRAIN_3080,Clc1ccc(Cc2nc3c4cn[nH]c4ncn3n2)cc1,11.73,96.72,2.159,284.704,4,1,2,2.17,71.75
TRAIN_3081,Cc1cc(C)c(C)c(OCCCN2CCOCC2)c1,0.42,93.23,-0.303,353.41,7,2,6,-0.267,96.3
TRAIN_3082,O=c1c2cc3c(=O)n(-c4ccccc4)ccc3nc2ccn1CCO,97.65,99.99,0.778,333.341,4,1,3,1.051,73.74
TRAIN_3083,O=C1CN(c2nc(C3CCCC3)nc3c2CCOCC3)CCN1,83.99,94.7,1.598,316.398,4,1,2,1.598,67.35
TRAIN_3084,COc1ccc(N2C(=O)CCc3c(-c4ccccc4)cc(N(C)C)cc32)cc1,7.95,16.16,4.722,372.46,2,0,4,4.716,32.78
TRAIN_3085,Nc1nnc2sc3cc(Br)ccc3n12,0.0,0.0,2.507,269.121,2,1,0,2.507,84.45
TRAIN_3086,Oc1ccc(C2c3c(-c4ccc(F)cc4)nnc(O)c3Nc3nnnn32)cc1,65.258,60.203,3.187,377.332,7,3,2,2.513,121.87
TRAIN_3087,Cc1ncc(-c2onc(C)c2C)c(-c2ccco2)n1,10.037,53.332,2.381,255.272,3,0,2,2.394,64.95
TRAIN_3088,Oc1ccc(-c2oncc2-c2ccccc2)c(O)c1,23.567,65.009,3.128,253.253,3,2,2,3.109,66.49
TRAIN_3089,CC(C)n1ncc(N2CCOCC2)c(Cl)c1=O,63.495,85.57,0.454,257.717,3,0,2,0.454,45.14
TRAIN_3090,NC1=NN(c2ccc(Oc3ccccc3)c(S(=O)(=O)[O-])c2)C(=O)C1,99.99,99.99,-0.957,346.338,6,1,4,-0.953,133.5
TRAIN_3091,COC(=O)c1sccc1NC(=O)c1cn(C)c(=O)cc1OC,1.0,3.78,0.123,322.336,5,1,5,0.123,113.18
TRAIN_3092,CCc1nn2c(c1-c1ccc(C)c(S(=O)(=O)N(C)c3ccc(C)c(C)c3)c1)NC(=O)CCC2=O,77.76,49.28,4.178,480.579,5,1,5,4.177,109.75
TRAIN_3093,COCCN(Cc1ccc(C)c(Br)c1)S(=O)(=O)c1ccc2[nH]c(=O)ccc2c1,0.21,2.3,3.056,465.361,4,1,7,3.056,84.09
TRAIN_3094,CCn1cc(N(CC(C)C)C(=O)c2nncc3ccccc23)cn1,65.83,91.75,2.73,323.392,4,0,5,2.73,63.91
TRAIN_3095,O=S(=O)(/C(=C(\F)Oc1ccccc1)c1ccccc1)c1ccccc1,99.99,12.42,4.868,354.395,3,0,5,4.868,51.75
TRAIN_3096,Cc1ccn(-c2ccc(NS(=O)(=O)c3ccc4c(c3)Cc3ccccc3-4)cc2)n1,34.02,70.6,4.489,401.481,3,1,4,4.49,72.37
TRAIN_3097,N#Cc1ccc(C(=O)N2CCC(N(Cc3ccccc3)C(=O)c3ccc(C#N)[nH]3)C2)[nH]1,55.12,66.06,2.91,412.444,4,2,5,2.91,119.78
TRAIN_3098,CC1(C)CC(NC(=O)CCCNc2nc(Cl)nc3[nH]cnc23)CC(C)(C)N1,92.21,99.99,1.338,393.914,5,4,6,0.13,107.62
TRAIN_3099,Cc1c(-c2cc(-c3cnn(C)c3C)n(Cc3ccc(Cl)c(Cl)c3)n2)cnn1C,0.41,7.26,4.739,415.319,3,0,4,4.74,53.46
TRAIN_3100,COc1ccc(Cl)cc1NC(=O)N1Cc2c(sc3c2CCCC3)-n2cccc2C1c1cccc(F)c1,33.88,49.18,7.185,522.033,2,1,3,7.185,74.73
TRAIN_3101,OCCCNc1nc(N2CCN(c3ccccc3F)CC2)nc2ccccc12,0.45,52.7,3.777,381.447,3,2,6,3.777,64.52
TRAIN_3102,CCOCCCN1C(=O)CN(S(C)(=O)=O)CC1(C)C(=O)NCc1ccc(C)cc1,45.92,89.65,0.311,425.542,5,1,9,0.311,104.4
TRAIN_3103,CC(C)(C)C(=O)N1CC(C(=O)NC2CCCC2)C2(CCOCC2)C1,54.736,75.848,1.707,336.469,3,1,3,1.707,58.64
TRAIN_3104,CCOC(=O)c1c(N)sc2c1CCC(CC)C2,63.15,81.05,3.165,253.36,2,1,4,3.165,80.56
TRAIN_3105,CCCc1ccc(-c2ccc(/C=C/C(=O)O)cc2)nc1,18.129,11.344,4.122,267.322,3,1,5,2.745,50.19
TRAIN_3106,CC(c1cncs1)N(C)C(=O)c1cnn(C(C)C)c1,40.763,91.036,1.221,278.373,3,0,4,1.223,79.25
TRAIN_3107,COc1cc(=O)[nH]cc1C(=O)N[C@@H]1CCO[C@H]1c1ccc(Cl)cc1,51.86,59.82,0.587,348.781,4,2,4,0.6,76.66
TRAIN_3108,N#Cc1ccnc(-n2cnc(Br)n2)c1,66.019,67.265,1.604,250.055,4,0,1,1.611,67.39
TRAIN_3109,CCCNC(=O)NC(=O)CNC1(C(=O)OC(C)(C)C)CCCC1,0.524,1.912,1.606,327.419,5,3,8,0.38,96.53
TRAIN_3110,OC(c1ccccc1)(c1ccccc1)C1CCCN1,58.182,78.925,2.786,253.339,2,2,3,1.66,32.26
TRAIN_3111,CCN(C(=O)c1cc(C)c(C)[nH]c1=O)[C@H]1COC[C@@H]1O,97.569,99.952,-0.436,280.32,4,2,3,-0.436,78.87
TRAIN_3112,Cc1noc2nc3c(c(C(=O)N4CCC5(CCCN(C)C5=O)C4)c12)CCC3,46.719,70.304,1.319,368.43,4,0,1,1.328,79.54
TRAIN_3113,O=C(NCCCN1CCN(c2ccccc2F)CC1)c1ccc2c(c1)N(Cc1ccccc1)C(=O)c1ccccc1S2=O,0.5,0.52,4.824,596.714,4,1,8,3.629,92.17
TRAIN_3114,CC1(C)Cc2c(sc3[nH]c(=O)n(C4CCCCC4)c(=O)c23)CO1,3.432,17.121,2.954,334.433,3,1,1,2.954,86.88
TRAIN_3115,O=C(Cn1ncccc1=O)N1Cc2cnc(N3CCOCC3)nc2C1,91.807,99.9,-0.689,342.353,6,0,3,-0.689,91.23
TRAIN_3116,COC(=O)CC(c1cc(Cl)c2c(c1)OCO2)c1c(O)cc(C)[nH]c1=O,0.0,0.034,1.675,365.765,6,2,5,1.092,94.09
TRAIN_3117,COc1ccc(-c2cc(C(=O)N3CCc4ccccc4C3)n[nH]2)cc1S(=O)(=O)N(C)C,2.866,10.312,2.685,440.515,5,1,5,2.685,103.98
TRAIN_3118,CCC1c2cccn2-c2sc3c(c2CN1C(=O)NCCCOC)CCCC3,1.01,2.9,3.975,387.539,2,1,5,3.975,74.73
TRAIN_3119,CCOC(=O)Cc1c(C)[nH]c2c(-c3ccccc3)cnn2c1=O,78.08,30.02,2.263,311.335,4,1,5,2.263,73.22
TRAIN_3120,CC1Cc2cc(-c3ccc(C#N)c(O)n3)ccc2O1,22.029,71.316,3.238,252.268,4,1,1,3.236,66.14
TRAIN_3121,Cc1cccc(OCC(O)Cn2nc(C)c3c(C)onc3c2=O)c1,22.764,46.953,1.675,329.35,5,1,5,1.675,88.16
TRAIN_3122,COc1ccc([N+](=O)[O-])cc1C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,74.411,81.251,4.377,408.252,4,1,6,4.377,84.15
TRAIN_3123,Cc1ccc(S(=O)(=O)Nc2ccc3nc(N4CCN(c5ccccc5)CC4)cc(C(=O)O)c3c2)cc1,63.43,71.77,4.95,502.585,5,2,6,4.613,111.22
TRAIN_3124,Cn1c(=O)c2c(-c3ccncc3)c(Nc3ccccc3)oc2c2ccccc21,55.785,73.242,3.946,367.4,2,1,3,3.947,58.37
TRAIN_3125,O=S(=O)(NCC(c1ccco1)S(=O)(=O)c1ccccc1)c1ccc(Oc2ccccc2)cc1,0.39,3.9,4.376,483.557,5,1,9,4.376,119.44
TRAIN_3126,Cc1cccn2c(=O)c(/C=N/O)c(NCc3ccco3)nc12,99.9,99.9,0.864,298.297,4,2,4,0.864,90.43
TRAIN_3127,Cc1ccccc1C1CC(=O)c2c(C)nc(N)nc2C1,16.39,56.81,2.406,267.326,3,1,1,2.382,68.87
TRAIN_3128,CCc1cccc(C)c1/N=C1/N=C(N2CCOCC2)N(c2ccc(C)cc2)C12CCCCC2,73.745,89.375,6.456,444.612,3,0,4,6.45,40.43
TRAIN_3129,CC(NC(=O)c1cn(C)nc1-c1ccc2c(c1)OCCCO2)c1ccc(-n2cncn2)cc1,64.95,98.49,2.986,444.486,6,1,5,2.986,96.09
TRAIN_3130,Oc1ccc(-c2nccn2Cc2csc(-c3ncccn3)n2)cc1,35.809,92.291,2.108,335.383,5,1,4,2.277,104.96
TRAIN_3131,Cn1nc2n(c1=O)CCC(NC(=O)CCC1CCCCC1)CC2,74.6,77.19,1.988,320.43,3,1,4,1.988,65.0
TRAIN_3132,O=[N+]([O-])c1cn2c(n1)O[C@@H](COCc1ccccc1OC(F)(F)F)CC2,3.506,21.055,4.364,373.284,6,0,7,4.364,91.33
TRAIN_3133,Cc1cc(=O)c(OCC(=O)Nc2ccc3[nH]c(CC(C)C)nc3c2)c[nH]1,53.584,56.855,1.338,354.403,4,3,6,1.309,96.1
TRAIN_3134,CC1CCN(C=C(S(=O)(=O)c2ccccc2)S(=O)(=O)c2ccccc2)CC1,1.703,0.629,3.85,405.531,4,0,5,3.85,88.28
TRAIN_3135,CN(CCC1CCOCC1)S(=O)(=O)c1cnn(C)c1,98.54,99.99,0.404,287.378,4,0,5,0.404,72.81
TRAIN_3136,O=c1ccc2cnc(Nc3cnn(C4CCNCC4)c3)nc2n1C1CCCCCC1,21.62,74.74,2.829,407.512,5,2,4,1.649,87.97
TRAIN_3137,Cc1ccc2c(c1C)NC(=O)CC2c1c(F)cccc1Cl,4.144,28.622,4.402,303.758,1,1,1,4.402,29.1
TRAIN_3138,NS(=O)(=O)c1ccc(CCNCc2cccc(Oc3nnnn3-c3ccccc3)c2)cc1,26.95,99.99,2.966,450.513,7,2,9,2.926,133.39
TRAIN_3139,CC1CC(C)C(C(=O)NCC(Nc2ccccc2)C(C)C)O1,0.07,1.34,3.081,304.427,2,2,6,3.06,50.36
TRAIN_3140,Brc1ccc2c(c1)C1CC(c3ccco3)=NN1C(c1ccncc1)O2,25.037,52.425,3.669,396.237,3,0,2,3.669,50.86
TRAIN_3141,CCn1nccc1-c1cc(C(=O)O)c2ccc(Cl)c(C)c2n1,79.5,94.429,4.033,315.754,4,1,3,2.561,68.01
TRAIN_3142,CN(C)c1nc2sc(C(=O)NCc3cc4ccccc4[nH]3)cc2s1,3.72,8.86,3.796,356.465,2,2,4,3.729,117.5
TRAIN_3143,COc1ccc2c(c1)C1(CCN(C(=O)c3ccc(C#N)cc3)C1)C(=O)N2,44.956,55.437,1.661,347.367,4,1,2,1.667,82.43
TRAIN_3144,O=C(Nc1ccc(N2CCCS2(=O)=O)cc1)NC1CCCCC1,74.67,86.91,1.802,337.437,3,2,3,1.802,86.89
TRAIN_3145,Cc1ccc2cc(CNc3ccc4c(c3)C(=O)NC4)ccc2n1,23.635,62.64,2.652,303.358,2,2,3,2.655,54.02
TRAIN_3146,CCOC(=O)c1ccc(-c2ccc(C3CC(=O)Nc4cc5c(cc43)OCO5)o2)cc1,50.785,61.724,3.526,405.4,5,1,5,3.526,87.0
TRAIN_3147,COc1ccc(Cc2nc(-c3ccc(S(C)(=O)=O)cc3)c(C)s2)cc1,49.21,51.88,3.847,373.489,4,0,5,3.847,92.88
TRAIN_3148,CC1=CC[C@@H]2CN(C(=O)c3sc(C(C)C)nc3C)C[C@@H]2C1,1.34,23.5,3.305,304.45,2,0,2,3.306,61.44
TRAIN_3149,CN(C(=O)CN(c1ccc(Cl)c(Cl)c1)S(C)(=O)=O)C(CN1CCCC1)c1ccc(-c2ccnc(Cl)c2)cc1,9.01,31.19,4.994,595.968,5,0,9,4.722,82.19
TRAIN_3150,COc1cccc(-c2c3c(cc(OC)c2OC)C(=O)N(c2cccc(C(=O)O)c2)C3)c1,73.19,92.84,3.673,419.427,6,1,6,2.202,85.3
TRAIN_3151,COc1ccc(/C=N/n2cnnc2)cc1Br,34.24,48.12,1.777,281.109,4,0,3,1.777,52.3
TRAIN_3152,CC(C)c1c(Cl)nc(NCCO)nc1N1CCN(C(=O)CO)CC1,95.89,95.73,1.155,357.836,5,3,6,1.155,101.82
TRAIN_3153,COCCn1c(C)cc(C)c(C(=O)Nc2nc(COC)n[nH]2)c1=O,99.0,88.33,-0.55,335.358,6,2,7,-0.554,109.44
TRAIN_3154,CCOc1cc(-c2ccccc2)nn1Cc1ccc2cccnc2c1,0.723,20.24,4.653,329.395,3,0,5,4.655,39.94
TRAIN_3155,CCOC(=O)c1c2ccccc2n2/c(=C\c3ccccc3C)c3ccccc3c12,56.678,18.489,6.266,379.45,2,0,4,6.266,31.23
TRAIN_3156,CC1CCN(c2ccc(-c3noc(C(=O)NCCc4nc5ccccc5[nH]4)n3)cc2)CC1,57.31,70.51,3.706,430.502,4,2,6,3.673,99.94
TRAIN_3157,CN1C(=O)c2cccc3c2C1=Cc1ccc2ccccc2c1O3,52.847,103.907,3.319,299.323,2,0,0,3.319,29.54
TRAIN_3158,CC(CC(=O)c1ccccc1)n1nnc(-c2ccccc2)n1,5.6,1.26,3.386,292.335,4,0,5,3.386,60.67
TRAIN_3159,CS(=O)(=O)c1nc2c(n1-c1ccccc1)C(=O)C(c1ccccc1)S(=O)(=O)N2Cc1ccccc1,1.67,1.92,4.243,507.581,6,0,5,4.359,123.16
TRAIN_3160,CCOC(=O)c1cn(-c2nc(Cl)ncc2Cl)cc1C(=O)OCC,0.427,0.414,3.394,358.177,6,0,7,3.394,83.31
TRAIN_3161,COc1cc(CN2CCC(NC(=O)c3cc4cc(Br)c5ccccc5c4o3)CC2)cc(OC)c1OC,0.0,0.0,4.934,553.444,5,1,7,4.934,73.17
TRAIN_3162,O=c1ccc(-n2ccnc2)nn1CC(O)COc1ccc(Oc2ccccc2)cc1,45.86,53.29,2.472,404.419,6,1,8,2.699,89.18
TRAIN_3163,O=C(C1CCN(C2=NS(=O)(=O)c3ccccc32)CC1)N1CCCc2ccccc21,0.76,9.1,2.173,409.501,4,0,2,2.172,78.43
TRAIN_3164,COc1cc(-c2nc3c(s2)CNCC3)cc(OC)c1OC,70.815,99.9,1.993,306.38,5,1,4,1.984,80.85
TRAIN_3165,Cc1nc(O)[nH]c(=O)c1S(=O)(=O)Nc1ccccc1C(=O)NCCc1ccccc1,45.65,81.67,1.489,428.462,6,4,7,1.657,145.33
TRAIN_3166,COC(=O)c1cc(I)c(N)c(I)c1C,78.6,11.9,2.581,416.982,2,1,2,2.581,52.32
TRAIN_3167,Cc1c(O)ccc2c(CSc3n[nH]c4nc5ccccc5n34)cc(=O)oc12,2.012,3.399,4.292,378.404,6,2,3,3.98,117.81
TRAIN_3168,COc1cc(Br)c(S(=O)(=O)NCCOc2ccc(C(C)(C)C)cc2)cc1OC,1.947,1.659,4.489,472.393,5,1,9,4.489,82.24
TRAIN_3169,Cn1nnnc1NC(=O)c1ccc(C(F)(F)F)nc1N1CCC(C#N)(c2ccccc2)CC1,81.399,47.582,3.188,456.424,6,1,5,3.188,112.62
TRAIN_3170,CC(C)=CCn1c(CO)nc2c1c(=O)n(C)c(=O)n2C,65.66,99.0,0.954,278.307,4,1,3,0.945,78.67
TRAIN_3171,C[C@H]1CN2C[C@H](O)CC2CN1Cc1cc2c(cc1Cl)OCO2,26.945,79.214,2.069,324.803,5,1,2,1.997,45.17
TRAIN_3172,Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2cc(F)nc(F)c2)c1,54.36,46.73,4.561,413.417,4,1,5,4.561,79.37
TRAIN_3173,O=C(O)c1cc2ccc3oc(-c4ccccc4)nc3c2n1Cc1cccc(Cl)c1,63.635,58.334,5.949,402.83,3,1,4,4.48,68.26
TRAIN_3174,O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cl)c1cc(Cl)c(Cl)cc1Cl,32.552,59.632,6.304,439.957,2,1,3,6.324,54.55
TRAIN_3175,Cc1nc2cc(=O)[nH]n2c(C)c1CCC(=O)N[C@H](CO)C(C)C,42.36,43.449,0.195,320.387,4,3,6,0.191,94.03
TRAIN_3176,CCc1ccccc1NC(=O)NCCNc1nc(C)cc(N2CCCCC2)n1,0.699,8.554,3.989,382.502,3,3,7,3.989,82.18
TRAIN_3177,CC(C)c1nc(NC(=O)c2cc(-c3ccco3)n[nH]2)n[nH]1,48.593,89.137,2.363,286.289,4,3,4,2.3,112.49
TRAIN_3178,COc1ccc(C)cc1NC(=O)c1cc2ccc3cccnc3c2[nH]1,0.06,7.56,3.855,331.368,3,2,3,3.855,67.01
